Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product Name,Quantity,Price per Unit,Total Amount,Region
100923,2024-06-01,C2923,Male,27.0,Groceries,Basmati Rice 5kg,1,1176,1176,East
100924,2024-11-22,C2924,Male,47.0,Clothing,Winter Jacket,1,1726,1726,South
100925,2023-10-09,C2925,Male,50.0,Electronics,USB-C Cable,1,7995,7995,North
100926,2023-11-16,C2926,Female,32.0,Clothing,Sneakers,2,3581,7162,East
100927,2024-03-18,C2927,Male,18.0,Beauty,Sunscreen SPF50,1,1331,1331,North
100928,2023-11-11,C2928,Male,26.0,Home & Kitchen,Ceramic Mug Set,1,3377,3377,East
100929,2024-01-12,C2929,Male,37.0,Clothing,Formal Shirt,2,741,1482,East
100930,2023-10-16,C2930,Female,35.0,Electronics,Wireless Earbuds,1,3722,3722,South
100931,2024-03-12,C2931,Female,43.0,Home & Kitchen,LED Table Lamp,3,614,1842,East
100932,2024-10-23,C2932,Female,36.0,Electronics,Bluetooth Speaker,2,11828,23656,East
100933,2023-10-04,C2933,Female,32.0,Home & Kitchen,Ceramic Mug Set,1,4757,4757,West
100934,2024-12-10,C2934,Male,42.0,Electronics,Smartwatch,1,5277,5277,East
100935,2024-08-04,C2935,Female,18.0,Clothing,Winter Jacket,1,1396,1396,East
100936,2024-05-17,C2936,Female,28.0,Electronics,Smartwatch,1,2679,2679,West
100937,2024-09-15,C2937,Female,45.0,Clothing,Women's Dress,4,3609,14436,North
100938,2024-05-30,C2938,Female,25.0,Clothing,Men's T-Shirt,4,3352,13408,West
100939,2023-12-16,C2939,Female,41.0,Beauty,Face Moisturizer,1,859,859,South
100940,2024-03-21,C2940,Female,22.0,Clothing,Formal Shirt,2,3611,7222,East
100941,2023-12-16,C2941,Female,35.0,Groceries,Cooking Oil 1L,2,1035,2070,North
100942,2024-08-29,C2942,Male,28.0,Groceries,Green Tea Box,1,936,936,West
100943,2024-10-25,C2943,Female,50.0,Groceries,Instant Noodles Pack,1,599,599,North
100944,2023-05-17,C2944,Female,33.0,Electronics,Wireless Earbuds,3,1786,5358,South
100945,2023-08-31,C2945,Female,38.0,Groceries,Almonds 500g,4,122,488,East
100946,2024-06-26,C2946,Female,40.0,Clothing,Denim Jeans,1,2184,2184,South
100947,2023-02-09,C2947,Female,30.0,Electronics,Smartwatch,2,9433,18866,West
100948,2023-08-17,C2948,Female,33.0,Home & Kitchen,Storage Organizer,1,1940,1940,South
100949,2024-07-01,C2949,Female,26.0,Electronics,USB-C Cable,2,14880,29760,West
100950,2023-08-11,C2950,Male,29.0,Beauty,Shampoo 500ml,1,1741,1741,North
100951,2023-01-06,C2951,Female,52.0,Electronics,Smartwatch,1,10741,10741,North
100952,2023-11-18,C2952,Male,35.0,Electronics,Smartphone Case,1,9631,9631,East
100953,2024-04-12,C2953,Male,33.0,Electronics,Smartphone Case,2,4788,9576,East
100954,2023-03-16,C2954,Female,37.0,Beauty,Face Moisturizer,1,1590,1590,West
100955,2023-01-04,C2955,Male,36.0,Groceries,Basmati Rice 5kg,1,951,951,South
100956,2024-10-07,C2956,Female,49.0,Electronics,Smartphone Case,2,2482,4964,North
100957,2023-04-28,C2957,Male,19.0,Clothing,Winter Jacket,1,1884,1884,West
100958,2024-08-28,C2958,Male,34.0,Home & Kitchen,Non-stick Pan,1,1226,1226,South
100959,2024-05-18,C2959,Female,39.0,Clothing,Formal Shirt,2,2721,5442,North
100960,2024-07-27,C2960,Female,19.0,Clothing,Men's T-Shirt,1,2236,2236,West
100961,2024-03-16,C2961,Male,29.0,Home & Kitchen,Ceramic Mug Set,2,1492,2984,East
100962,2023-07-13,C2962,Male,48.0,Beauty,Shampoo 500ml,3,1354,4062,South
100963,2024-12-15,C2963,Female,34.0,Clothing,Denim Jeans,1,2196,2196,East
100964,2024-01-27,C2964,Male,36.0,Home & Kitchen,Cotton Bedsheet Set,1,1898,1898,North
100965,2023-01-26,C2965,Male,28.0,Home & Kitchen,LED Table Lamp,1,917,917,South
100966,2024-03-10,C2966,Male,37.0,Home & Kitchen,Non-stick Pan,2,708,1416,East
100967,2023-06-22,C2967,Male,41.0,Electronics,Smartphone Case,1,11376,11376,South
100968,2023-10-27,C2968,Male,54.0,Clothing,Denim Jeans,2,3326,6652,South
100969,2024-10-06,C2969,Female,40.0,Electronics,Bluetooth Speaker,1,13471,13471,North
100970,2023-11-22,C2970,Male,21.0,Electronics,Smartwatch,1,10964,10964,North
100971,2024-02-14,C2971,Female,43.0,Home & Kitchen,Ceramic Mug Set,1,1437,1437,South
100972,2023-04-28,C2972,Male,33.0,Electronics,Smartphone Case,1,1356,1356,South
100973,2024-12-24,C2973,Female,48.0,Clothing,Sneakers,1,971,971,North
100974,2023-08-13,C2974,Female,52.0,Home & Kitchen,LED Table Lamp,2,1324,2648,North
100975,2024-06-15,C2975,Male,36.0,Groceries,Cooking Oil 1L,1,550,550,West
100976,2023-04-23,C2976,Male,31.0,Home & Kitchen,Cotton Bedsheet Set,1,2582,2582,East
100977,2023-05-20,C2977,Male,50.0,Groceries,Green Tea Box,2,712,1424,West
100978,2024-07-12,C2978,Female,23.0,Electronics,Smartphone Case,1,8194,8194,South
100979,2023-01-01,C2979,Male,33.0,Groceries,Almonds 500g,1,839,839,West
100980,2023-03-31,C2980,Female,39.0,Clothing,Men's T-Shirt,1,3868,3868,South
100981,2024-10-15,C2981,Female,43.0,Clothing,Men's T-Shirt,1,1164,1164,East
100982,2023-11-16,C2982,Male,29.0,Electronics,Power Bank,1,10897,10897,East
100983,2024-07-03,C2983,Female,36.0,Electronics,Smartphone Case,1,14692,14692,West
100984,2023-05-19,C2984,Male,39.0,Groceries,Instant Noodles Pack,1,335,335,South
100985,2024-05-25,C2985,Female,19.0,Groceries,Instant Noodles Pack,2,181,362,North
100986,2023-09-16,C2986,Male,44.0,Electronics,Smartphone Case,1,11936,11936,West
100987,2024-11-03,C2987,Male,18.0,Home & Kitchen,Ceramic Mug Set,1,3569,3569,East
100988,2024-11-20,C2988,Male,35.0,Home & Kitchen,Storage Organizer,1,3138,3138,East
100989,2023-01-10,C2989,Male,18.0,Home & Kitchen,Ceramic Mug Set,1,2778,2778,West
100990,2023-09-18,C2990,Male,28.0,Clothing,Sneakers,1,3162,3162,North
100991,2024-10-11,C2991,Male,18.0,Electronics,Smartphone Case,2,14904,29808,North
100992,2023-06-21,C2992,Male,26.0,Beauty,Lipstick Set,2,1906,3812,West
100993,2023-01-13,C2993,Female,42.0,Home & Kitchen,Cotton Bedsheet Set,1,4785,4785,South
100994,2023-06-17,C2994,Male,47.0,Beauty,Sunscreen SPF50,2,322,644,North
100995,2024-10-03,C2995,Female,37.0,Beauty,Face Moisturizer,1,530,530,West
100996,2024-08-18,C2996,Male,21.0,Electronics,Smartwatch,2,4353,8706,East
100997,2023-11-17,C2997,Female,35.0,Electronics,Smartwatch,1,12923,12923,West
100998,2023-11-15,C2998,Female,32.0,Home & Kitchen,Cotton Bedsheet Set,1,3586,3586,South
100999,2024-09-04,C2999,Male,54.0,Electronics,Power Bank,1,14624,14624,West
101000,2023-11-25,C3000,Female,23.0,Electronics,Smartphone Case,4,9824,39296,East
101001,2024-07-03,C3001,Female,39.0,Groceries,Cooking Oil 1L,2,833,1666,West
101002,2024-02-23,C3002,Female,18.0,Home & Kitchen,Cotton Bedsheet Set,1,3689,3689,South
101003,2024-08-28,C3003,Male,27.0,Clothing,Men's T-Shirt,3,2182,6546,West
101004,2023-04-05,C3004,Female,42.0,Beauty,Face Moisturizer,2,2230,4460,South
101005,2024-08-03,C3005,Female,37.0,Groceries,Green Tea Box,1,1090,1090,West
101006,2023-11-14,C3006,Male,44.0,Home & Kitchen,Cotton Bedsheet Set,1,2534,2534,West
101007,2023-08-24,C3007,Female,35.0,Electronics,Power Bank,1,13855,13855,North
101008,2023-11-30,C3008,Male,43.0,Clothing,Winter Jacket,1,3549,3549,East
101009,2024-01-11,C3009,Male,42.0,Beauty,Sunscreen SPF50,1,403,403,East
101010,2024-04-03,C3010,Male,49.0,Home & Kitchen,Non-stick Pan,1,3583,3583,West
101011,2023-05-17,C3011,Female,45.0,Clothing,Sneakers,1,2394,2394,South
101012,2024-08-10,C3012,Female,34.0,Clothing,Women's Dress,3,3724,11172,East
101013,2024-06-30,C3013,Female,41.0,Clothing,Sneakers,1,1149,1149,South
101014,2024-05-27,C3014,Female,40.0,Clothing,Men's T-Shirt,1,2055,2055,West
101015,2023-10-23,C3015,Male,18.0,Beauty,Shampoo 500ml,2,869,1738,South
101016,2023-11-16,C3016,Female,27.0,Groceries,Instant Noodles Pack,1,831,831,North
101017,2024-07-25,C3017,Male,46.0,Clothing,Men's T-Shirt,1,2041,2041,South
101018,2023-12-15,C3018,Female,36.0,Beauty,Sunscreen SPF50,1,1243,1243,South
101019,2023-08-17,C3019,Male,33.0,Groceries,Instant Noodles Pack,3,1121,3363,East
101020,2023-09-27,C3020,Female,18.0,Clothing,Winter Jacket,1,2159,2159,West
101021,2023-10-18,C3021,Female,21.0,Beauty,Lipstick Set,1,689,689,North
101022,2024-12-25,C3022,Male,21.0,Beauty,Lipstick Set,2,328,656,East
101023,2023-06-14,C3023,Female,37.0,Clothing,Men's T-Shirt,1,3959,3959,North
101024,2023-01-05,C3024,Male,39.0,Clothing,Men's T-Shirt,1,2521,2521,North
101025,2024-01-14,C3025,Female,20.0,Clothing,Winter Jacket,2,3058,6116,South
101026,2023-03-19,C3026,Female,22.0,Clothing,Men's T-Shirt,1,386,386,South
101027,2024-02-14,C3027,Female,43.0,Clothing,Women's Dress,1,3954,3954,South
101028,2024-07-27,C3028,Male,25.0,Groceries,Almonds 500g,2,877,1754,West
101029,2023-05-12,C3029,Male,18.0,Clothing,Sneakers,1,2238,2238,West
101030,2024-08-23,C3030,Female,23.0,Beauty,Shampoo 500ml,2,219,438,North
101031,2023-02-11,C3031,Male,40.0,Home & Kitchen,Ceramic Mug Set,4,3142,12568,South
101032,2023-03-30,C3032,Female,28.0,Groceries,Almonds 500g,2,93,186,East
101033,2024-02-06,C3033,Female,18.0,Clothing,Men's T-Shirt,1,2192,2192,East
101034,2023-10-23,C3034,Female,53.0,Beauty,Shampoo 500ml,1,2165,2165,South
101035,2023-10-22,C3035,Male,37.0,Home & Kitchen,Storage Organizer,3,4662,13986,South
101036,2024-09-07,C3036,Male,56.0,Clothing,Winter Jacket,1,1199,1199,North
101037,2024-06-09,C3037,Female,37.0,Groceries,Basmati Rice 5kg,1,947,947,West
101038,2024-11-21,C3038,Female,37.0,Electronics,Smartwatch,1,1190,1190,North
101039,2024-09-28,C3039,Male,24.0,Home & Kitchen,Cotton Bedsheet Set,1,483,483,North
101040,2024-02-26,C3040,Male,27.0,Electronics,Bluetooth Speaker,1,8702,8702,South
101041,2023-01-23,C3041,Female,21.0,Electronics,Bluetooth Speaker,2,4167,8334,South
101042,2024-07-28,C3042,Male,33.0,Beauty,Lipstick Set,1,2190,2190,South
101043,2023-05-23,C3043,Male,26.0,Groceries,Instant Noodles Pack,2,449,898,West
101044,2024-10-26,C3044,Male,36.0,Clothing,Formal Shirt,1,2324,2324,South
101045,2023-05-25,C3045,Male,29.0,Groceries,Basmati Rice 5kg,1,1051,1051,West
101046,2023-08-13,C3046,Male,28.0,Home & Kitchen,Storage Organizer,1,2134,2134,South
101047,2024-05-17,C3047,Male,48.0,Groceries,Green Tea Box,1,696,696,North
101048,2024-09-07,C3048,Male,21.0,Home & Kitchen,Ceramic Mug Set,1,1754,1754,East
101049,2023-04-14,C3049,Male,21.0,Electronics,Power Bank,2,12544,25088,East
101050,2023-02-08,C3050,Male,30.0,Clothing,Winter Jacket,1,1201,1201,West
101051,2023-07-17,C3051,Male,25.0,Groceries,Cooking Oil 1L,1,962,962,North
101052,2024-10-07,C3052,Male,45.0,Beauty,Lipstick Set,3,1842,5526,West
101053,2024-08-01,C3053,Male,41.0,Groceries,Almonds 500g,4,732,2928,West
101054,2024-01-26,C3054,Female,33.0,Clothing,Winter Jacket,4,1963,7852,West
101055,2023-06-28,C3055,Female,28.0,Groceries,Green Tea Box,1,308,308,South
101056,2024-07-07,C3056,Female,23.0,Electronics,Wireless Earbuds,1,1096,1096,North
101057,2024-03-23,C3057,Female,41.0,Home & Kitchen,Storage Organizer,1,2566,2566,South
101058,2024-05-14,C3058,Male,26.0,Home & Kitchen,Ceramic Mug Set,1,910,910,South
101059,2023-01-15,C3059,Female,30.0,Electronics,USB-C Cable,1,5560,5560,East
101060,2024-09-14,C3060,Male,25.0,Electronics,Smartphone Case,1,5174,5174,East
101061,2024-10-30,C3061,Female,43.0,Electronics,Wireless Earbuds,2,2064,4128,North
101062,2023-10-16,C3062,Male,33.0,Beauty,Lipstick Set,2,1675,3350,West
101063,2024-04-22,C3063,Male,44.0,Home & Kitchen,Ceramic Mug Set,1,4204,4204,West
101064,2023-08-19,C3064,Female,29.0,Electronics,Smartwatch,1,12939,12939,West
101065,2024-02-24,C3065,Female,30.0,Electronics,Smartphone Case,1,14633,14633,North
101066,2023-06-06,C3066,Male,42.0,Clothing,Women's Dress,1,2106,2106,South
101067,2024-07-03,C3067,Male,40.0,Clothing,Winter Jacket,1,1060,1060,East
101068,2024-03-16,C3068,Female,56.0,Groceries,Instant Noodles Pack,2,182,364,North
101069,2023-04-07,C3069,Male,43.0,Groceries,Green Tea Box,3,1178,3534,North
101070,2024-02-15,C3070,Male,30.0,Home & Kitchen,Storage Organizer,1,1627,1627,South
101071,2023-10-16,C3071,Female,35.0,Clothing,Women's Dress,1,1146,1146,West
101072,2023-09-11,C3072,Female,50.0,Groceries,Green Tea Box,1,341,341,South
101073,2023-07-15,C3073,Male,18.0,Home & Kitchen,Storage Organizer,1,3398,3398,East
101074,2024-08-20,C3074,Male,31.0,Groceries,Green Tea Box,1,820,820,East
101075,2024-06-05,C3075,Female,19.0,Home & Kitchen,LED Table Lamp,2,3905,7810,West
101076,2024-05-31,C3076,Female,25.0,Groceries,Basmati Rice 5kg,1,883,883,West
101077,2024-09-26,C3077,Female,38.0,Electronics,Smartwatch,1,13106,13106,South
101078,2023-04-28,C3078,Female,37.0,Home & Kitchen,Non-stick Pan,2,3728,7456,South
101079,2023-06-08,C3079,Female,25.0,Electronics,Power Bank,1,7832,7832,North
101080,2023-08-16,C3080,Male,29.0,Home & Kitchen,LED Table Lamp,1,4791,4791,South
101081,2023-08-04,C3081,Male,36.0,Groceries,Green Tea Box,1,1051,1051,South
101082,2024-11-26,C3082,Male,45.0,Electronics,Smartwatch,3,6297,18891,South
101083,2023-01-15,C3083,Female,26.0,Electronics,Smartphone Case,2,5767,11534,North
101084,2023-06-06,C3084,Male,42.0,Home & Kitchen,Cotton Bedsheet Set,2,2205,4410,South
101085,2024-10-09,C3085,Male,53.0,Clothing,Men's T-Shirt,1,2522,2522,North
101086,2023-09-18,C3086,Female,27.0,Home & Kitchen,Cotton Bedsheet Set,4,4925,19700,East
101087,2023-06-06,C3087,Male,26.0,Groceries,Basmati Rice 5kg,1,612,612,North
101088,2023-02-16,C3088,Female,25.0,Groceries,Basmati Rice 5kg,1,1166,1166,North
101089,2023-11-20,C3089,Male,28.0,Groceries,Cooking Oil 1L,1,887,887,South
101090,2024-11-15,C3090,Female,40.0,Electronics,Wireless Earbuds,1,11751,11751,North
101091,2023-05-10,C3091,Male,18.0,Electronics,Bluetooth Speaker,3,1988,5964,East
101092,2024-02-15,C3092,Female,25.0,Electronics,Wireless Earbuds,1,5953,5953,North
101093,2023-04-05,C3093,Female,49.0,Home & Kitchen,Storage Organizer,2,819,1638,North
101094,2024-09-18,C3094,Male,36.0,Electronics,Wireless Earbuds,1,7480,7480,South
101095,2023-10-19,C3095,Female,23.0,Electronics,Power Bank,1,7708,7708,North
101096,2023-10-10,C3096,Female,39.0,Beauty,Shampoo 500ml,3,1619,4857,East
101097,2023-03-10,C3097,Female,25.0,Electronics,Power Bank,1,11438,11438,North
101098,2024-10-21,C3098,Female,24.0,Beauty,Shampoo 500ml,2,2065,4130,North
101099,2023-01-11,C3099,Female,41.0,Groceries,Basmati Rice 5kg,4,569,2276,North
101100,2023-09-11,C3100,Male,52.0,Electronics,Smartphone Case,3,11659,34977,South
101101,2024-07-03,C3101,Female,50.0,Home & Kitchen,Storage Organizer,1,3655,3655,North
101102,2023-05-14,C3102,Male,20.0,Groceries,Almonds 500g,2,144,288,North
101103,2024-12-12,C3103,Female,38.0,Electronics,Bluetooth Speaker,1,1425,1425,North
101104,2023-01-23,C3104,Male,49.0,Groceries,Cooking Oil 1L,1,304,304,North
101105,2023-12-12,C3105,Female,30.0,Beauty,Perfume 100ml,2,1351,2702,West
101106,2023-10-29,C3106,Female,42.0,Electronics,Smartwatch,1,5867,5867,East
101107,2023-12-29,C3107,Female,41.0,Groceries,Cooking Oil 1L,1,195,195,West
101108,2024-01-31,C3108,Male,40.0,Clothing,Men's T-Shirt,2,1815,3630,East
101109,2023-08-06,C3109,Female,18.0,Electronics,Power Bank,1,10507,10507,West
101110,2023-05-21,C3110,Male,18.0,Electronics,Smartwatch,1,8365,8365,South
101111,2024-09-07,C3111,Female,,Electronics,Wireless Earbuds,1,11257,11257,South
101112,2023-07-29,C3112,Male,40.0,Electronics,Smartphone Case,4,14142,56568,North
101113,2024-09-14,C3113,Female,38.0,Clothing,Denim Jeans,2,3957,7914,North
101114,2024-09-07,C3114,Male,38.0,Clothing,Denim Jeans,2,456,912,North
101115,2024-11-13,C3115,Female,29.0,Electronics,Smartwatch,1,11939,11939,South
101116,2024-04-04,C3116,Female,42.0,Home & Kitchen,Cotton Bedsheet Set,1,4653,4653,South
101117,2023-12-22,C3117,Male,59.0,Clothing,Denim Jeans,1,2574,2574,South
101118,2023-11-20,C3118,Male,38.0,Clothing,Denim Jeans,1,3036,3036,South
101119,2023-05-13,C3119,Female,33.0,Beauty,Shampoo 500ml,3,429,1287,East
101120,2023-05-07,C3120,Male,42.0,Home & Kitchen,Cotton Bedsheet Set,1,1953,1953,East
101121,2023-04-16,C3121,Male,33.0,Beauty,Sunscreen SPF50,1,1564,1564,North
101122,2024-08-26,C3122,Female,42.0,Electronics,Bluetooth Speaker,1,1554,1554,West
101123,2024-01-13,C3123,Male,42.0,Groceries,Green Tea Box,2,180,360,South
101124,2023-02-20,C3124,Female,44.0,Beauty,Lipstick Set,1,784,784,North
101125,2023-01-29,C3125,Male,22.0,Groceries,Instant Noodles Pack,1,60,60,North
101126,2024-04-06,C3126,Male,43.0,Clothing,Winter Jacket,1,686,686,North
101127,2023-10-23,C3127,Female,47.0,Home & Kitchen,Ceramic Mug Set,2,1974,3948,North
101128,2023-10-24,C3128,Female,48.0,Groceries,Basmati Rice 5kg,2,184,368,West
101129,2024-12-26,C3129,Female,42.0,Groceries,Basmati Rice 5kg,1,137,137,South
101130,2024-02-11,C3130,Female,30.0,Groceries,Basmati Rice 5kg,1,748,748,East
101131,2024-09-04,C3131,Male,27.0,Groceries,Basmati Rice 5kg,1,833,833,North
101132,2024-02-09,C3132,Female,35.0,Groceries,Instant Noodles Pack,2,1067,2134,West
101133,2023-12-12,C3133,Female,33.0,Home & Kitchen,Storage Organizer,1,3009,3009,North
101134,2024-09-13,C3134,Female,29.0,Electronics,USB-C Cable,2,4295,8590,South
101135,2024-02-24,C3135,Male,41.0,Clothing,Men's T-Shirt,1,558,558,South
101136,2023-07-01,C3136,Female,31.0,Clothing,Women's Dress,2,1958,3916,North
101137,2023-01-01,C3137,Male,39.0,Beauty,Lipstick Set,1,1733,1733,South
101138,2024-07-20,C3138,Male,31.0,Electronics,Power Bank,1,9835,9835,South
101139,2024-01-06,C3139,Female,21.0,Electronics,Wireless Earbuds,1,7476,7476,East
101140,2024-10-22,C3140,Female,18.0,Groceries,Instant Noodles Pack,1,604,604,North
101141,2024-03-06,C3141,Female,39.0,Groceries,Almonds 500g,2,914,1828,East
101142,2023-11-05,C3142,Female,18.0,Home & Kitchen,Cotton Bedsheet Set,1,1225,1225,North
101143,2023-05-17,C3143,Male,18.0,Groceries,Instant Noodles Pack,1,320,320,East
101144,2023-07-21,C3144,Female,39.0,Electronics,USB-C Cable,2,892,1784,East
101145,2024-03-11,C3145,Male,33.0,Home & Kitchen,Cotton Bedsheet Set,1,2942,2942,South
101146,2023-11-09,C3146,Male,23.0,Clothing,Formal Shirt,1,1578,1578,South
101147,2023-04-27,C3147,Male,39.0,Electronics,Smartphone Case,1,8296,8296,North
101148,2024-10-27,C3148,Female,24.0,Home & Kitchen,LED Table Lamp,2,2110,4220,East
101149,2024-07-28,C3149,Female,29.0,Beauty,Sunscreen SPF50,2,1936,3872,North
101150,2023-09-01,C3150,Female,41.0,Clothing,Men's T-Shirt,2,2117,4234,West
101151,2024-06-20,C3151,Female,40.0,Clothing,Formal Shirt,2,404,808,North
101152,2024-08-24,C3152,Male,47.0,Clothing,Sneakers,1,2093,2093,North
101153,2023-03-16,C3153,Male,34.0,Beauty,Sunscreen SPF50,1,2095,2095,East
101154,2024-01-21,C3154,Female,36.0,Beauty,Sunscreen SPF50,1,1301,1301,West
101155,2023-07-29,C3155,Male,48.0,Clothing,Denim Jeans,1,1062,1062,South
101156,2024-04-19,C3156,Male,35.0,Beauty,Face Moisturizer,1,247,247,South
101157,2024-02-22,C3157,Female,41.0,Beauty,Perfume 100ml,1,1217,1217,South
101158,2023-12-13,C3158,Female,39.0,Clothing,Winter Jacket,1,1979,1979,North
101159,2024-06-12,C3159,Male,33.0,Groceries,Green Tea Box,1,571,571,North
101160,2024-10-01,C3160,Male,66.0,Beauty,Lipstick Set,2,1713,3426,North
101161,2023-06-28,C3161,Female,42.0,Electronics,Smartphone Case,1,10864,10864,North
101162,2023-07-01,C3162,Female,44.0,Electronics,Power Bank,4,11983,47932,South
101163,2024-10-25,C3163,Male,18.0,Electronics,Power Bank,1,3200,3200,East
101164,2023-01-25,C3164,Male,21.0,Electronics,Bluetooth Speaker,1,4336,4336,South
101165,2023-06-29,C3165,Female,18.0,Beauty,Face Moisturizer,1,257,257,East
101166,2024-12-10,C3166,Female,44.0,Clothing,Formal Shirt,1,3984,3984,South
101167,2024-05-15,C3167,Female,20.0,Groceries,Basmati Rice 5kg,1,898,898,East
101168,2023-06-10,C3168,Male,27.0,Home & Kitchen,Storage Organizer,2,1068,2136,South
101169,2023-06-26,C3169,Female,20.0,Electronics,Smartphone Case,1,5343,5343,South
101170,2023-10-12,C3170,Male,25.0,Clothing,Women's Dress,1,819,819,South
101171,2023-03-04,C3171,Female,28.0,Electronics,Power Bank,1,7775,7775,East
101172,2024-10-23,C3172,Female,40.0,Clothing,Men's T-Shirt,1,1837,1837,West
101173,2024-10-27,C3173,Female,26.0,Clothing,Denim Jeans,1,931,931,South
101174,2023-06-05,C3174,Male,40.0,Home & Kitchen,Ceramic Mug Set,2,4205,8410,North
101175,2024-04-13,C3175,Male,40.0,Clothing,Men's T-Shirt,3,2826,8478,South
101176,2023-02-18,C3176,Male,44.0,Clothing,Formal Shirt,1,1157,1157,South
101177,2023-03-25,C3177,Female,25.0,Home & Kitchen,Storage Organizer,1,790,790,South
101178,2023-12-27,C3178,Male,34.0,Clothing,Denim Jeans,1,1163,1163,East
101179,2024-11-19,C3179,Female,39.0,Clothing,Winter Jacket,1,3839,3839,North
101180,2023-05-28,C3180,Male,,Clothing,Denim Jeans,1,3735,3735,South
101181,2024-09-21,C3181,Female,37.0,Electronics,Wireless Earbuds,1,7835,7835,East
101182,2023-12-08,C3182,Male,35.0,Electronics,Smartwatch,1,1088,1088,South
101183,2024-04-20,C3183,Male,31.0,Clothing,Sneakers,1,2417,2417,North
101184,2023-03-04,C3184,Female,37.0,Groceries,Cooking Oil 1L,1,94,94,North
101185,2024-12-01,C3185,Female,46.0,Beauty,Lipstick Set,3,1109,3327,East
101186,2023-12-26,C3186,Male,34.0,Groceries,Basmati Rice 5kg,1,527,527,West
101187,2024-07-14,C3187,Female,19.0,Beauty,Lipstick Set,3,1515,4545,North
101188,2023-11-23,C3188,Male,40.0,Groceries,Instant Noodles Pack,1,794,794,West
101189,2023-05-21,C3189,Female,28.0,Home & Kitchen,Cotton Bedsheet Set,2,1089,2178,East
101190,2023-08-03,C3190,Male,35.0,Clothing,Denim Jeans,2,986,1972,North
101191,2024-03-10,C3191,Female,43.0,Home & Kitchen,Ceramic Mug Set,2,4707,9414,West
101192,2024-12-23,C3192,Male,18.0,Beauty,Perfume 100ml,2,891,1782,North
101193,2023-11-14,C3193,Male,18.0,Clothing,Denim Jeans,4,843,3372,East
101194,2023-02-01,C3194,Female,41.0,Clothing,Formal Shirt,3,2368,7104,West
101195,2024-10-31,C3195,Female,31.0,Home & Kitchen,Cotton Bedsheet Set,1,327,327,East
101196,2023-10-12,C3196,Female,30.0,Beauty,Lipstick Set,1,1996,1996,North
101197,2023-11-01,C3197,Male,38.0,Clothing,Men's T-Shirt,4,3127,12508,East
101198,2024-03-04,C3198,Female,46.0,Beauty,Shampoo 500ml,1,1445,1445,South
101199,2024-04-21,C3199,Male,37.0,Electronics,Power Bank,1,12289,12289,North
100199,2024-05-11,C2199,Female,38.0,Clothing,Denim Jeans,2,1598,3196,North
100572,2024-01-02,C2572,Female,45.0,Clothing,Winter Jacket,1,3720,3720,South
101058,2024-05-14,C3058,Male,26.0,Home & Kitchen,Ceramic Mug Set,1,910,910,South
100762,2023-02-03,C2762,Female,20.0,Electronics,Smartphone Case,1,10648,10648,East
100389,2024-11-15,C2389,Male,43.0,Home & Kitchen,Cotton Bedsheet Set,1,339,339,North
100969,2024-10-06,C2969,Female,40.0,Electronics,Bluetooth Speaker,1,13471,13471,North
100747,2024-11-07,C2747,Female,18.0,Groceries,Cooking Oil 1L,1,707,707,South
100097,2023-01-15,C2097,Female,50.0,Clothing,Denim Jeans,1,2216,2216,South
